                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.84652,                0.61718,                 1.3919,                0.98763,                0.92308,                0.97853,                0.79177,                0.78439,                0.61468,                  1.256,              0.0017089,              0.0017089,              0.0017089
                    149,                 0.8376,                 0.6162,                 1.3931,                0.99136,                0.92308,                0.97556,                0.78363,                0.85622,                0.84122,                   1.28,               0.001707,               0.001707,               0.001707
                    150,                0.87822,                0.65117,                 1.3945,                0.92118,                0.92308,                0.98567,                0.78247,                0.88828,                0.79838,                 1.3085,               0.001705,               0.001705,               0.001705
                    151,                0.80169,                0.61727,                 1.3538,                0.90712,                0.92308,                0.96084,                0.74208,                0.88939,                0.70565,                 1.3575,               0.001703,               0.001703,               0.001703
                    152,                0.81098,                0.59021,                 1.3922,                0.84749,                      1,                 0.9507,                0.78661,                0.82855,                0.83894,                 1.2893,               0.001701,               0.001701,               0.001701
                    153,                0.94039,                0.66674,                 1.4034,                0.97955,                0.92308,                0.97853,                0.79226,                0.94555,                0.72448,                 1.4028,               0.001699,               0.001699,               0.001699
                    154,                0.85625,                0.64891,                 1.4136,                0.95122,                0.92308,                   0.99,                0.83399,                0.75401,                0.61104,                   1.22,              0.0016971,              0.0016971,              0.0016971
                    155,                0.88099,                 0.6103,                 1.4203,                0.86593,                0.99406,                0.96433,                0.71735,                 1.0257,                 0.8179,                  1.465,              0.0016951,              0.0016951,              0.0016951
                    156,                0.87408,                0.63497,                 1.3549,                0.98677,                0.92308,                0.95028,                0.73258,                0.99833,                  0.743,                 1.4215,              0.0016931,              0.0016931,              0.0016931
                    157,                0.90449,                 0.6292,                 1.3945,                0.99663,                0.92308,                   0.99,                0.82059,                0.85518,                0.55969,                 1.3564,              0.0016911,              0.0016911,              0.0016911
                    158,                0.85167,                0.61288,                 1.3478,                0.98476,                      1,                  0.995,                0.79508,                0.88305,                0.58578,                 1.3192,              0.0016891,              0.0016891,              0.0016891
                    159,                0.88018,                0.64543,                 1.4207,                0.99616,                      1,                  0.995,                0.79888,                0.75074,                0.53148,                  1.256,              0.0016872,              0.0016872,              0.0016872
                    160,                0.80143,                0.57914,                 1.3445,                0.92758,                0.98611,                   0.99,                0.81929,                0.74798,                0.59987,                 1.2299,              0.0016852,              0.0016852,              0.0016852
                    161,                0.81225,                0.59127,                  1.352,                0.92048,                      1,                   0.99,                0.77134,                0.88606,                0.69971,                 1.3151,              0.0016832,              0.0016832,              0.0016832
                    162,                0.84919,                0.64392,                 1.3836,                0.98251,                      1,                  0.995,                0.77517,                0.94908,                0.75767,                   1.41,              0.0016812,              0.0016812,              0.0016812
                    163,                0.88112,                0.62907,                 1.3715,                0.90415,                      1,                0.96786,                0.78371,                 0.8715,                 0.8801,                 1.3616,              0.0016792,              0.0016792,              0.0016792
                    164,                0.86166,                0.60472,                 1.3761,                0.90438,                      1,                0.98429,                0.80963,                0.84703,                0.65269,                 1.3169,              0.0016773,              0.0016773,              0.0016773
                    165,                 0.8237,                0.59872,                  1.361,                0.98596,                0.92308,                0.98188,                 0.8539,                0.70868,                0.58826,                 1.1897,              0.0016753,              0.0016753,              0.0016753
                    166,                0.78999,                0.57633,                 1.3483,                0.98075,                0.92308,                0.96457,                0.81618,                0.77927,                0.59177,                 1.2969,              0.0016733,              0.0016733,              0.0016733
                    167,                0.80472,                0.60666,                 1.3578,                0.86651,                0.99876,                0.96833,                0.76711,                0.91877,                0.71008,                 1.3977,              0.0016713,              0.0016713,              0.0016713
                    168,                0.88284,                0.63225,                 1.4049,                0.98425,                0.92308,                0.92852,                0.77103,                0.75654,                  0.833,                 1.2575,              0.0016693,              0.0016693,              0.0016693
                    169,                0.77284,                0.56751,                  1.313,                      1,                0.99759,                  0.995,                0.86686,                0.69716,                 0.5544,                 1.2319,              0.0016674,              0.0016674,              0.0016674
                    170,                0.77733,                0.54868,                 1.3068,                0.99585,                      1,                  0.995,                0.84322,                0.78095,                0.52601,                 1.2489,              0.0016654,              0.0016654,              0.0016654
                    171,                0.74544,                 0.5783,                 1.2626,                0.91946,                      1,                   0.99,                0.82568,                0.75782,                0.50238,                   1.23,              0.0016634,              0.0016634,              0.0016634
                    172,                0.73247,                0.54242,                 1.3088,                0.98379,                0.92308,                   0.99,                0.83264,                0.74689,                0.57675,                 1.1537,              0.0016614,              0.0016614,              0.0016614
                    173,                0.78691,                0.55985,                 1.3426,                0.98607,                0.92308,                0.97289,                0.79148,                0.79143,                0.61454,                 1.2367,              0.0016594,              0.0016594,              0.0016594
                    174,                0.80103,                0.59143,                 1.3355,                0.98881,                0.92308,                0.97853,                0.78564,                0.78266,                0.63459,                 1.2522,              0.0016575,              0.0016575,              0.0016575
                    175,                 0.7862,                0.59477,                 1.2974,                  0.983,                0.92308,                0.96636,                0.79838,                0.77788,                0.61741,                 1.2158,              0.0016555,              0.0016555,              0.0016555
                    176,                0.78279,                0.56175,                 1.3201,                0.97699,                0.92308,                0.98188,                0.79896,                0.75746,                0.64916,                 1.2114,              0.0016535,              0.0016535,              0.0016535
                    177,                0.77819,                0.54231,                 1.2889,                0.98086,                0.92308,                0.98567,                0.82993,                0.72452,                0.70522,                 1.2039,              0.0016515,              0.0016515,              0.0016515
                    178,                0.73112,                0.52869,                 1.2637,                0.98192,                      1,                  0.995,                0.86155,                0.69301,                0.53764,                 1.1401,              0.0016495,              0.0016495,              0.0016495
                    179,                0.75899,                0.57639,                 1.2855,                      1,                0.98116,                  0.995,                0.84931,                0.74475,                0.61502,                  1.189,              0.0016476,              0.0016476,              0.0016476
                    180,                0.76963,                 0.5742,                 1.3073,                0.92501,                      1,                0.97357,                0.80883,                0.76302,                0.59129,                 1.2309,              0.0016456,              0.0016456,              0.0016456
                    181,                0.76904,                0.56266,                 1.3547,                0.80695,                      1,                0.93811,                 0.7946,                0.79459,                0.65157,                 1.2291,              0.0016436,              0.0016436,              0.0016436
                    182,                0.79637,                0.61527,                 1.3456,                0.92588,                      1,                0.96214,                0.80659,                0.73567,                0.62106,                 1.1691,              0.0016416,              0.0016416,              0.0016416
                    183,                0.79903,                  0.559,                 1.3086,                0.97022,                      1,                  0.995,                0.82133,                0.80358,                0.65975,                 1.2072,              0.0016396,              0.0016396,              0.0016396
                    184,                 0.7525,                0.56099,                 1.2602,                0.94705,                      1,                  0.995,                0.82911,                0.70985,                0.61643,                 1.1644,              0.0016377,              0.0016377,              0.0016377
                    185,                0.78841,                0.55844,                 1.3249,                0.91264,                0.92308,                0.97951,                0.81606,                0.76835,                0.54178,                  1.194,              0.0016357,              0.0016357,              0.0016357
                    186,                0.82635,                0.59058,                 1.3562,                      1,                0.99215,                  0.995,                0.80185,                0.79791,                0.55288,                 1.2466,              0.0016337,              0.0016337,              0.0016337
                    187,                 0.8106,                0.57055,                 1.3137,                      1,                0.99293,                  0.995,                0.81655,                0.84576,                0.59557,                 1.2495,              0.0016317,              0.0016317,              0.0016317
                    188,                0.77248,                0.56628,                  1.297,                      1,                0.91588,                 0.9575,                0.76696,                0.83837,                0.73682,                 1.2886,              0.0016297,              0.0016297,              0.0016297
                    189,                0.79418,                0.58736,                 1.3089,                0.99988,                0.92308,                0.96833,                0.74706,                 1.0064,                0.68583,                  1.461,              0.0016278,              0.0016278,              0.0016278
                    190,                0.75662,                0.55041,                 1.2872,                0.84128,                0.92308,                0.93585,                0.79403,                 0.8156,                0.69417,                 1.2837,              0.0016258,              0.0016258,              0.0016258
                    191,                0.78326,                0.53295,                 1.3034,                0.97893,                0.92308,                0.94833,                0.77231,                0.73855,                0.81235,                 1.1868,              0.0016238,              0.0016238,              0.0016238
                    192,                0.77586,                0.54815,                 1.3171,                0.96188,                0.92308,                0.92917,                0.74351,                0.78833,                0.87282,                 1.2227,              0.0016218,              0.0016218,              0.0016218
                    193,                 0.7984,                0.54287,                 1.3267,                 0.9781,                0.92308,                0.93819,                0.73609,                0.88705,                0.74498,                 1.2467,              0.0016198,              0.0016198,              0.0016198
                    194,                0.80181,                0.56703,                 1.3367,                0.98985,                0.92308,                0.95638,                0.75672,                 0.8934,                0.61077,                 1.3273,              0.0016179,              0.0016179,              0.0016179
                    195,                0.78696,                0.55838,                 1.3401,                      1,                0.90692,                0.98188,                0.80937,                0.79424,                0.71142,                 1.2384,              0.0016159,              0.0016159,              0.0016159
                    196,                0.76736,                0.53651,                 1.2669,                0.98727,                0.92308,                0.96636,                0.82477,                 0.6713,                 0.7405,                 1.1265,              0.0016139,              0.0016139,              0.0016139
                    197,                0.81408,                0.58167,                 1.3375,                0.91648,                0.92308,                0.95281,                0.79017,                0.76735,                  0.736,                 1.2287,              0.0016119,              0.0016119,              0.0016119
                    198,                 0.7743,                0.55378,                 1.3075,                0.99361,                0.92308,                0.98567,                0.84547,                0.72713,                0.51686,                 1.1899,              0.0016099,              0.0016099,              0.0016099
                    199,                0.71675,                0.51836,                 1.2491,                      1,                0.99589,                  0.995,                0.85077,                0.66883,                0.52395,                 1.1293,               0.001608,               0.001608,               0.001608
                    200,                0.71006,                 0.5145,                 1.2524,                0.96618,                0.92308,                0.98567,                0.84867,                0.63929,                 0.5667,                 1.0824,               0.001606,               0.001606,               0.001606
                    201,                0.71885,                0.51283,                 1.2397,                0.99145,                0.92308,                 0.9705,                0.85676,                0.66994,                0.61466,                 1.1275,               0.001604,               0.001604,               0.001604
                    202,                0.67456,                0.51147,                 1.2441,                0.92533,                0.92308,                   0.99,                0.84983,                  0.629,                0.61526,                 1.0899,               0.001602,               0.001602,               0.001602
                    203,                0.69512,                0.50537,                 1.2264,                0.91765,                      1,                  0.995,                0.87811,                0.69458,                0.64325,                 1.1297,                 0.0016,                 0.0016,                 0.0016
                    204,                0.67527,                0.50783,                  1.202,                0.97028,                      1,                  0.995,                0.83519,                0.79372,                0.74028,                 1.2701,              0.0015981,              0.0015981,              0.0015981
                    205,                0.75686,                0.53262,                 1.2575,                0.98275,                      1,                  0.995,                0.83856,                0.72828,                0.54842,                 1.1513,              0.0015961,              0.0015961,              0.0015961
                    206,                0.68683,                0.49329,                 1.2275,                0.99825,                      1,                  0.995,                 0.8165,                0.73078,                0.49887,                 1.1841,              0.0015941,              0.0015941,              0.0015941
                    207,                0.65808,                0.49883,                 1.1932,                0.99423,                      1,                  0.995,                 0.8381,                0.66653,                0.44045,                 1.1079,              0.0015921,              0.0015921,              0.0015921
                    208,                0.69619,                0.49079,                 1.2336,                0.99207,                0.92308,                   0.99,                  0.817,                0.78211,                0.52479,                 1.2284,              0.0015901,              0.0015901,              0.0015901
                    209,                0.62896,                0.45995,                 1.1736,                0.98178,                0.92308,                0.94042,                0.76401,                0.84375,                0.67922,                 1.3042,              0.0015882,              0.0015882,              0.0015882
                    210,                0.68954,                0.51724,                 1.2446,                0.98421,                      1,                  0.995,                0.83241,                0.67195,                0.50495,                 1.1251,              0.0015862,              0.0015862,              0.0015862
                    211,                  0.727,                0.51539,                 1.2446,                0.92295,                0.92308,                0.96457,                0.80491,                0.73349,                0.63129,                 1.1812,              0.0015842,              0.0015842,              0.0015842
                    212,                 0.7328,                0.52271,                 1.2471,                0.83919,                      1,                  0.975,                0.85344,                0.66706,                0.58669,                 1.0947,              0.0015822,              0.0015822,              0.0015822
                    213,                0.75119,                0.52668,                 1.2395,                0.84987,                      1,                0.96214,                0.82292,                0.63616,                0.55229,                 1.0578,              0.0015802,              0.0015802,              0.0015802
                    214,                 0.7072,                 0.5219,                 1.2358,                0.96673,                0.92308,                0.98567,                0.86743,                0.66243,                0.52324,                 1.0928,              0.0015783,              0.0015783,              0.0015783
                    215,                0.75043,                0.52756,                 1.2628,                0.86563,                0.99165,                0.97951,                 0.8217,                0.78295,                0.57067,                  1.202,              0.0015763,              0.0015763,              0.0015763
                    216,                0.70493,                0.48306,                 1.2356,                0.82563,                0.92308,                 0.9347,                 0.7828,                0.73074,                0.73546,                 1.1674,              0.0015743,              0.0015743,              0.0015743
                    217,                0.73283,                0.50438,                 1.2353,                0.84697,                0.92308,                0.94127,                0.79253,                0.66871,                 0.7904,                 1.0899,              0.0015723,              0.0015723,              0.0015723
                    218,                0.69287,                0.49072,                 1.2469,                0.98506,                      1,                  0.995,                0.87701,                 0.6191,                0.45642,                 1.0544,              0.0015703,              0.0015703,              0.0015703
                    219,                0.70076,                0.49187,                 1.1818,                      1,                0.98955,                  0.995,                0.84238,                0.74498,                0.50658,                 1.1544,              0.0015684,              0.0015684,              0.0015684
                    220,                0.77268,                0.53949,                 1.2956,                0.98805,                0.92308,                0.96636,                 0.8355,                0.70079,                0.60341,                 1.0929,              0.0015664,              0.0015664,              0.0015664
                    221,                0.72513,                0.54128,                 1.2556,                      1,                0.99365,                  0.995,                0.82941,                0.67805,                0.98241,                 1.1046,              0.0015644,              0.0015644,              0.0015644
                    222,                0.68172,                0.52285,                  1.237,                0.95197,                0.84615,                0.93787,                0.76848,                0.75464,                 1.0017,                 1.2634,              0.0015624,              0.0015624,              0.0015624
                    223,                0.69318,                0.53344,                 1.2308,                0.99142,                      1,                  0.995,                  0.854,                0.64189,                0.65192,                 1.1159,              0.0015604,              0.0015604,              0.0015604
                    224,                0.70128,                0.53044,                 1.2013,                0.92207,                      1,                0.97857,                0.82986,                  0.714,                0.51576,                   1.13,              0.0015585,              0.0015585,              0.0015585
                    225,                0.63655,                0.47673,                 1.1833,                0.92124,                      1,                0.97357,                0.81815,                0.68523,                0.53185,                  1.094,              0.0015565,              0.0015565,              0.0015565
                    226,                 0.7147,                0.50755,                  1.215,                0.98737,                      1,                  0.995,                0.84831,                0.64516,                0.51302,                 1.0833,              0.0015545,              0.0015545,              0.0015545
                    227,                0.65181,                0.47068,                 1.1845,                0.98521,                      1,                  0.995,                0.86569,                0.66541,                0.52967,                 1.0748,              0.0015525,              0.0015525,              0.0015525
                    228,                0.70613,                0.49235,                 1.1984,                0.85131,                0.92308,                0.96378,                0.78584,                0.75413,                  0.543,                 1.1855,              0.0015505,              0.0015505,              0.0015505
                    229,                0.70219,                0.48278,                 1.2377,                0.92553,                      1,                   0.99,                0.79178,                0.81709,                 0.5391,                 1.2244,              0.0015486,              0.0015486,              0.0015486
                    230,                0.71312,                0.51287,                 1.2501,                 0.9243,                0.94024,                   0.99,                0.85118,                0.63397,                0.62144,                 1.0376,              0.0015466,              0.0015466,              0.0015466
                    231,                0.65909,                0.47569,                 1.1825,                0.98155,                0.92308,                 0.9614,                0.85688,                0.56523,                0.60456,                 1.0225,              0.0015446,              0.0015446,              0.0015446
                    232,                0.78598,                0.54743,                 1.2645,                0.98426,                0.92308,                 0.9705,                0.90035,                0.59342,                0.58143,                 1.0347,              0.0015426,              0.0015426,              0.0015426
                    233,                0.67461,                0.51297,                 1.1892,                0.98895,                0.92308,                0.98188,                0.87178,                 0.6045,                0.53509,                 1.0511,              0.0015406,              0.0015406,              0.0015406
                    234,                0.65246,                0.47851,                 1.1841,                0.96217,                0.92308,                0.98188,                0.87878,                0.60951,                 0.5968,                  1.028,              0.0015387,              0.0015387,              0.0015387
                    235,                0.64318,                0.46948,                 1.1848,                      1,                0.99342,                  0.995,                 0.8614,                0.64141,                0.43461,                 1.0408,              0.0015367,              0.0015367,              0.0015367
                    236,                 0.6688,                0.46965,                 1.1827,                0.98995,                      1,                  0.995,                0.89428,                0.58779,                0.43434,                 1.0443,              0.0015347,              0.0015347,              0.0015347
                    237,                0.63729,                 0.4608,                 1.1886,                0.99486,                      1,                  0.995,                0.88645,                0.58392,                0.41533,                  1.045,              0.0015327,              0.0015327,              0.0015327
                    238,                0.69661,                0.48455,                 1.1799,                0.99652,                      1,                  0.995,                0.89544,                0.61912,                0.44568,                 1.0579,              0.0015307,              0.0015307,              0.0015307
                    239,                0.67111,                0.49652,                 1.1924,                0.91948,                      1,                   0.99,                0.87516,                0.63638,                 0.5022,                 1.0716,              0.0015288,              0.0015288,              0.0015288
                    240,                0.64739,                0.45568,                 1.1684,                0.90303,                0.92308,                0.93259,                0.79977,                0.72256,                0.62635,                 1.1756,              0.0015268,              0.0015268,              0.0015268
                    241,                0.68089,                0.49349,                 1.2027,                0.91543,                      1,                0.98429,                0.86118,                0.68428,                 0.5549,                 1.0945,              0.0015248,              0.0015248,              0.0015248
                    242,                0.66851,                0.48858,                 1.2035,                0.91121,                      1,                0.97357,                0.86757,                0.55855,                 0.6418,                0.98242,              0.0015228,              0.0015228,              0.0015228
                    243,                0.63287,                0.47533,                 1.1482,                0.92253,                0.91654,                0.96957,                0.82385,                0.62522,                0.56306,                 1.0533,              0.0015208,              0.0015208,              0.0015208
                    244,                0.58948,                 0.4629,                 1.1448,                      1,                0.99841,                  0.995,                0.86362,                0.64384,                0.48638,                 1.1054,              0.0015189,              0.0015189,              0.0015189
                    245,                0.61389,                0.46431,                 1.1745,                0.99597,                      1,                  0.995,                0.85546,                0.65477,                0.45292,                 1.1303,              0.0015169,              0.0015169,              0.0015169
                    246,                0.61712,                0.48962,                 1.1387,                   0.99,                      1,                  0.995,                0.90525,                0.53525,                0.46595,                 1.0019,              0.0015149,              0.0015149,              0.0015149
                    247,                0.57014,                0.44605,                 1.1232,                0.91815,                      1,                   0.99,                0.86676,                  0.672,                0.59771,                 1.0489,              0.0015129,              0.0015129,              0.0015129
                    248,                0.62834,                0.47841,                  1.156,                0.86604,                0.99493,                0.96182,                0.86407,                0.54592,                0.56806,                0.98695,              0.0015109,              0.0015109,              0.0015109
                    249,                0.63532,                0.46343,                 1.1597,                 0.9154,                0.92308,                0.92575,                0.82006,                0.61642,                0.65382,                 1.0724,               0.001509,               0.001509,               0.001509
                    250,                0.60726,                0.47143,                 1.1514,                0.92289,                      1,                0.97357,                0.83209,                0.65082,                0.53483,                  1.067,               0.001507,               0.001507,               0.001507
                    251,                0.61599,                0.47394,                  1.149,                0.92095,                      1,                0.97857,                0.87244,                0.55364,                0.50513,                0.98243,               0.001505,               0.001505,               0.001505
                    252,                0.65742,                 0.4634,                  1.162,                0.92623,                0.92308,                0.98188,                0.85711,                 0.5838,                0.49588,                 1.0373,               0.001503,               0.001503,               0.001503
                    253,                0.63095,                0.45557,                 1.1535,                0.91254,                0.92308,                0.95676,                 0.7976,                0.71651,                0.55851,                 1.1887,               0.001501,               0.001501,               0.001501
                    254,                0.68167,                0.48814,                 1.1935,                0.91984,                      1,                0.97357,                0.85357,                0.62659,                 0.5177,                 1.1126,              0.0014991,              0.0014991,              0.0014991
                    255,                0.63132,                0.46212,                  1.168,                0.92181,                      1,                0.97857,                0.86832,                0.57237,                0.50781,                 1.0237,              0.0014971,              0.0014971,              0.0014971
                    256,                0.68784,                0.50246,                 1.2109,                0.92311,                      1,                0.96786,                0.81864,                0.67161,                0.53953,                 1.0547,              0.0014951,              0.0014951,              0.0014951
                    257,                0.76104,                0.51207,                 1.2097,                 0.8602,                      1,                0.97336,                0.83245,                0.58717,                0.54019,                 1.0199,              0.0014931,              0.0014931,              0.0014931
                    258,                0.68134,                0.47484,                 1.1863,                 0.9223,                      1,                   0.99,                0.86651,                0.58379,                0.51852,                 1.0103,              0.0014911,              0.0014911,              0.0014911
                    259,                0.61739,                0.45734,                 1.1744,                 0.9649,                      1,                  0.995,                 0.8965,                0.56845,                0.55683,                0.98081,              0.0014892,              0.0014892,              0.0014892
                    260,                0.65779,                 0.4576,                 1.1469,                 0.9619,                      1,                  0.995,                0.89724,                0.60355,                0.74294,                 1.0155,              0.0014872,              0.0014872,              0.0014872
                    261,                0.65526,                 0.4672,                 1.2028,                      1,                0.96758,                  0.995,                0.88361,                0.58232,                0.86609,                0.99762,              0.0014852,              0.0014852,              0.0014852
                    262,                 0.6184,                0.43984,                 1.1453,                0.91621,                      1,                  0.995,                0.87151,                0.56146,                0.60302,                0.95871,              0.0014832,              0.0014832,              0.0014832
                    263,                0.62211,                0.44824,                 1.1225,                0.94677,                      1,                  0.995,                0.87534,                0.53801,                0.47597,                0.95914,              0.0014812,              0.0014812,              0.0014812
                    264,                0.62165,                0.46157,                 1.1329,                0.92097,                      1,                   0.99,                0.85149,                 0.5948,                0.47177,                 1.0143,              0.0014793,              0.0014793,              0.0014793
                    265,                0.62139,                0.44499,                 1.1623,                0.86342,                      1,                0.97336,                0.84552,                0.60209,                0.49953,                 0.9952,              0.0014773,              0.0014773,              0.0014773
                    266,                0.59055,                0.42975,                 1.1179,                0.97544,                0.92308,                0.96833,                0.84311,                  0.532,                0.52836,                0.94669,              0.0014753,              0.0014753,              0.0014753
                    267,                0.61611,                0.44481,                 1.1582,                0.99414,                0.92308,                   0.96,                0.85453,                0.57404,                0.60679,                 1.0131,              0.0014733,              0.0014733,              0.0014733
                    268,                0.60911,                0.44455,                 1.1349,                0.99402,                0.92308,                0.97556,                0.85568,                0.62456,                0.54685,                 1.0246,              0.0014713,              0.0014713,              0.0014713
                    269,                0.64312,                 0.4607,                 1.1597,                0.92539,                      1,                   0.99,                0.86656,                0.60421,                0.44325,                0.99955,              0.0014694,              0.0014694,              0.0014694
                    270,                0.65084,                0.48957,                 1.1468,                0.92422,                      1,                0.97357,                0.86733,                0.55742,                0.50558,                 1.0221,              0.0014674,              0.0014674,              0.0014674
                    271,                0.57808,                0.42361,                 1.1207,                0.92279,                      1,                0.97357,                0.88628,                0.52748,                0.48944,                0.98613,              0.0014654,              0.0014654,              0.0014654
                    272,                0.57978,                0.43104,                  1.131,                0.92096,                      1,                0.97857,                0.90449,                0.52267,                0.54843,                0.95882,              0.0014634,              0.0014634,              0.0014634
                    273,                0.61794,                 0.4754,                  1.127,                0.92437,                      1,                0.97857,                0.88149,                 0.6271,                0.50104,                 1.0476,              0.0014614,              0.0014614,              0.0014614
                    274,                0.61829,                0.45825,                 1.1358,                0.97666,                      1,                  0.995,                0.86959,                0.59029,                0.52161,                 1.0404,              0.0014595,              0.0014595,              0.0014595
                    275,                0.61898,                0.46128,                 1.1528,                0.98159,                      1,                  0.995,                0.86521,                0.59002,                0.47345,                0.99439,              0.0014575,              0.0014575,              0.0014575
                    276,                0.60079,                0.45138,                   1.12,                0.97649,                      1,                  0.995,                0.87334,                0.59934,                0.49285,                 1.0124,              0.0014555,              0.0014555,              0.0014555
                    277,                0.57553,                0.44208,                 1.1081,                 0.9872,                      1,                  0.995,                0.90011,                0.53186,                0.43425,                0.96102,              0.0014535,              0.0014535,              0.0014535
                    278,                0.57476,                0.42869,                  1.131,                0.99062,                      1,                  0.995,                0.85837,                0.56551,                0.48334,                0.95815,              0.0014515,              0.0014515,              0.0014515
                    279,                0.58578,                0.44851,                 1.1209,                0.99304,                      1,                  0.995,                0.87562,                0.55984,                0.53866,                0.96625,              0.0014496,              0.0014496,              0.0014496
                    280,                 0.6123,                0.47451,                 1.1283,                0.99436,                      1,                  0.995,                0.88887,                0.54844,                0.43331,                 0.9683,              0.0014476,              0.0014476,              0.0014476
                    281,                0.60045,                0.43767,                 1.1324,                0.99456,                      1,                  0.995,                0.90827,                0.52957,                0.40304,                0.93385,              0.0014456,              0.0014456,              0.0014456
                    282,                0.59344,                0.43053,                 1.1291,                      1,                   0.98,                  0.995,                0.89599,                0.58784,                0.39857,                0.98181,              0.0014436,              0.0014436,              0.0014436
                    283,                 0.5735,                0.41991,                 1.1178,                0.98472,                      1,                  0.995,                0.87143,                0.56824,                0.43955,                0.96477,              0.0014416,              0.0014416,              0.0014416
                    284,                0.60631,                0.44122,                 1.1198,                0.97325,                      1,                  0.995,                0.90082,                0.59081,                0.56567,                 0.9934,              0.0014397,              0.0014397,              0.0014397
                    285,                0.56051,                0.43581,                 1.0965,                0.97465,                      1,                  0.995,                0.90729,                0.59343,                0.46909,                 1.0086,              0.0014377,              0.0014377,              0.0014377
                    286,                0.57698,                0.43038,                 1.1003,                      1,                0.98301,                  0.995,                0.86685,                0.60935,                0.47127,                 1.0795,              0.0014357,              0.0014357,              0.0014357
                    287,                0.55638,                0.40977,                 1.0865,                0.92778,                      1,                   0.99,                0.87166,                0.56665,                0.48517,                 1.0704,              0.0014337,              0.0014337,              0.0014337
                    288,                0.55056,                0.43238,                 1.1022,                0.95156,                      1,                  0.995,                0.91379,                0.52955,                0.43548,                0.96604,              0.0014317,              0.0014317,              0.0014317
                    289,                0.53867,                0.40246,                 1.0744,                 0.9917,                      1,                  0.995,                0.91835,                0.50238,                0.41541,                0.92872,              0.0014298,              0.0014298,              0.0014298
                    290,                0.54197,                0.41762,                 1.0949,                0.96147,                0.92308,                0.98567,                0.85693,                0.59854,                  0.443,                0.97808,              0.0014278,              0.0014278,              0.0014278
                    291,                 0.5633,                0.42657,                 1.1005,                0.98777,                0.92308,                0.97853,                0.85743,                0.56651,                0.52162,                 0.9757,              0.0014258,              0.0014258,              0.0014258
                    292,                0.57243,                0.42206,                 1.0915,                0.89876,                0.92308,                0.96457,                0.87366,                0.56071,                0.56021,                0.94154,              0.0014238,              0.0014238,              0.0014238
                    293,                0.61363,                0.46333,                 1.0998,                0.91789,                0.92308,                0.98188,                0.85886,                 0.6018,                0.56129,                0.98119,              0.0014218,              0.0014218,              0.0014218
                    294,                0.57814,                0.43224,                 1.0939,                0.97096,                      1,                  0.995,                0.86501,                0.52053,                0.40203,                0.94141,              0.0014199,              0.0014199,              0.0014199
                    295,                0.56857,                0.42022,                 1.1173,                0.99514,                      1,                  0.995,                 0.8867,                0.56367,                0.39173,                0.96772,              0.0014179,              0.0014179,              0.0014179
                    296,                0.59068,                0.43105,                 1.1183,                0.99446,                      1,                  0.995,                0.87235,                0.55771,                0.37506,                0.95411,              0.0014159,              0.0014159,              0.0014159
                    297,                0.53117,                0.39321,                 1.0924,                      1,                0.99556,                  0.995,                0.90841,                0.48516,                0.38966,                0.89606,              0.0014139,              0.0014139,              0.0014139
                    298,                0.57362,                0.42595,                 1.1063,                0.98979,                0.92308,                0.98188,                0.89417,                0.50667,                0.45425,                0.91017,              0.0014119,              0.0014119,              0.0014119
                    299,                0.54931,                0.42775,                 1.0872,                0.91761,                0.92308,                0.96325,                0.86924,                0.57583,                0.54236,                0.95633,                0.00141,                0.00141,                0.00141
                    300,                 0.5465,                0.40654,                 1.0994,                0.92271,                0.91866,                0.96059,                0.86801,                0.51733,                 0.5376,                0.93942,               0.001408,               0.001408,               0.001408
                    301,                0.54337,                0.41262,                 1.1129,                0.86034,                      1,                0.97951,                0.91174,                 0.4599,                0.45126,                0.90351,               0.001406,               0.001406,               0.001406
                    302,                0.54269,                0.43266,                 1.0766,                0.91352,                      1,                   0.99,                0.90434,                0.49995,                0.42755,                0.92702,               0.001404,               0.001404,               0.001404
                    303,                0.56007,                 0.4058,                  1.116,                0.90984,                0.92308,                0.97572,                0.90134,                0.48824,                0.44178,                0.91134,               0.001402,               0.001402,               0.001402
                    304,                0.55826,                0.41217,                 1.1086,                0.96848,                0.92308,                0.98188,                0.87956,                0.51858,                0.44686,                0.95243,              0.0014001,              0.0014001,              0.0014001
                    305,                0.57882,                0.44209,                 1.1021,                0.96629,                      1,                  0.995,                0.91742,                0.52544,                0.46424,                0.94011,              0.0013981,              0.0013981,              0.0013981
                    306,                0.61267,                0.44953,                 1.1586,                0.98557,                      1,                  0.995,                0.87823,                0.55102,                0.42879,                0.95664,              0.0013961,              0.0013961,              0.0013961
                    307,                0.54473,                0.40427,                 1.0731,                 0.9651,                      1,                  0.995,                0.88847,                0.54509,                0.43987,                0.95258,              0.0013941,              0.0013941,              0.0013941
                    308,                0.57803,                0.40357,                 1.1119,                0.92588,                      1,                0.97357,                 0.8761,                0.52959,                 0.4815,                0.96587,              0.0013921,              0.0013921,              0.0013921
                    309,                 0.5317,                  0.414,                 1.0951,                0.91735,                0.92308,                0.90488,                 0.7955,                0.64302,                0.60501,                 1.0712,              0.0013902,              0.0013902,              0.0013902
